StageName,StageType,Result,Resource Start,Direction,Name,Field,Row,Type,Value
,,,,IN,Collection,About Company,3,Text,"About the jobSenior RPA Developer - RPA, UiPath, Celonis, ABBYY - Finance, P2P, O2CSalary: £50,0000 - £75,000 + Bonus and BenefitsLocation: UKOrbis have partnered with a leading international consultancy with over 100 clients, who look to design and implement next generation operating models, optimized processes and embed automation to find a Technical Lead (RPA, UiPath).This company has a primary focus on using innovation and tech to deliver more for each client. For the past 10 years they have bought experienced data tools and practitioners to help automate processes and drive transformation and real results delivered with assurance and high efficiency.You will be asked to help build automation, providing solutions with interesting and challenging projects. With a highly skilled team with an abundance of experience, in this highly driven, fast paced environment you will be working closely with stakeholders to ensure that solutions are met and built to fit all needs required.Key Responsibilities –Work with BA's to access and understand potential automation solutions to real life business problems.Provide clear, detailed documentation.Support existing automation's including, root cause analysis, clean-up, and bug fixes.Provide solutions and efficient models that can be translated to stakeholders.Work on high impact projects with high efficiencyContribute to design, build, implementation, testing and maintenance/support of automation solutions.Key Experience –2+ years’ experience in using and building with UiPath.Strong Understanding of best practices with operating models, optimized processes, and automationBeen involved in successful and high impact projects.Can translate models and results to stakeholders and clients.Don’t pass this opportunity if you want to join a leading consultancy with ample of growth opportunities and benefits. As well as work closely with stakeholders driving and automating successful projects!Please send a copy of your CV directly to this advertisement for immediate consideration."
Set Column Width,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,Handle,,,Number,1
,,,,IN,Workbook,,,Text,
,,,,IN,Worksheet,,,Text,united kingdom
,,,,IN,Column Range,,,Text,M
,,,,IN,Column Size,,,Number,100
Close Workbook,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,handle,,,Number,1
,,,,IN,Workbook Name,,,Text,
,,,,IN,Save Data,,,Flag,TRUE
Close Instance,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,handle,,,Number,1
,,,,IN,Save Changes,,,Flag,TRUE
Send Email,Sub Sheet,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,File Path,,,Text,E:\Documents\BluePrism\LinkedInJobFinder\
,,,,IN,Email,,,Text,fvtvlnight@gmail.com
,,,,IN,File Pattern,,,Text,*.csv*
,,,,IN,Subject,,,Text,Successful search in
Check Email?,Decision,TRUE,2/9/2024 13:40,,,,,,
Get Files,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,Folder,,,Text,E:\Documents\BluePrism\LinkedInJobFinder\
,,,,IN,Patterns CSV,,,Text,*.csv*
,,,,OUT,Success,,,Flag,TRUE
,,,,OUT,Message,,,Text,
,,,,OUT,Files,,,,
,,,,OUT,Files,Path,1,Text,E:\Documents\BluePrism\LinkedInJobFinder\Search Results-09.02.2024.csv
,,,,OUT,Files,Folder,1,Text,E:\Documents\BluePrism\LinkedInJobFinder
,,,,OUT,Files,Name,1,Text,Search Results-09.02.2024.csv
,,,,OUT,Files,Extension,1,Text,.csv
,,,,OUT,Files,Created,1,DateTime,2024-02-09 13:40:02Z
,,,,OUT,Files,Last Accessed,1,DateTime,2024-02-09 13:40:03Z
,,,,OUT,Files,Last Written,1,DateTime,2024-02-09 13:40:03Z
,,,,OUT,Files,Read Only,1,Flag,FALSE
,,,,OUT,Files,Bytes,1,Number,13384
Success?,Decision,TRUE,2/9/2024 13:40,,,,,,
Count Rows,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,Collection Name,,,Text,Files
,,,,OUT,Count,,,Number,1
Files >0,Decision,TRUE,2/9/2024 13:40,,,,,,
Create Archive Path,Calculation,E:\Documents\BluePrism\LinkedInJobFinder\Archive,2/9/2024 13:40,,,,,,
Files,Loop Start,1 of 1,2/9/2024 13:40,,,,,,
Send Email,Action,,2/9/2024 13:40,,,,,,
,,,,,,,,,
,,,,IN,To,,,Text,fvtvlnight@gmail.com
,,,,IN,Subject,,,Text,Successful search in
,,,,IN,Message,,,Text,Check the attachments below
,,,,IN,Attachments,,,Text,E:\Documents\BluePrism\LinkedInJobFinder\Search Results-09.02.2024.csv
Success,Decision,TRUE,2/9/2024 13:40,,,,,,
Files,Loop End,1 of 1,2/9/2024 13:40,,,,,,
End,End,,2/9/2024 13:40,,,,,,
End,End,,2/9/2024 13:40,,,,,,
Close Down,Sub Sheet,,2/9/2024 13:40,,,,,,
Log Out,Action,,2/9/2024 13:40,,,,,,
Terminate,Action,,2/9/2024 13:40,,,,,,
End10,End,,2/9/2024 13:40,,,,,,
Recover,Recover,,2/9/2024 13:40,,,,,,
Resume,Resume,,2/9/2024 13:40,,,,,,
